request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,timestamp,unknown
3882,3882,2229,2664,1929,471,477,477,243,243,243,249,288,81,72,39,36,36,18,2023-09-03 03:00:41,0
3873,3873,30,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 03:02:41,0
3882,3882,21,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 03:04:41,0
3894,3894,177,645,12,510,507,507,105,105,105,102,504,105,120,81,36,36,15,2023-09-03 03:06:41,6
3831,3831,1191,1929,909,771,774,774,216,216,216,219,696,144,171,108,36,36,30,2023-09-03 03:08:41,0
3876,3876,1956,2097,1791,153,153,153,153,153,153,153,0,30,0,0,36,36,0,2023-09-03 03:10:41,0
3879,3879,30,21,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 03:12:41,0
3888,3888,24,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 03:14:41,0
3882,3882,222,1077,3,861,858,858,177,177,177,174,855,171,210,141,36,36,24,2023-09-03 03:16:41,6
3810,3810,2208,2637,1980,459,462,462,183,183,183,186,345,78,81,48,36,36,21,2023-09-03 03:18:41,0
3888,3888,300,324,258,33,33,33,33,33,33,33,0,12,0,0,36,36,0,2023-09-03 03:20:41,0
3873,3873,21,9,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 03:22:41,0
3888,3888,111,459,3,363,360,360,75,75,75,72,360,72,93,57,36,36,9,2023-09-03 03:24:41,6
3885,3885,624,1491,372,879,882,882,207,207,207,210,840,177,198,132,36,36,36,2023-09-03 03:26:41,0
3879,3879,1503,1584,1374,105,105,105,105,105,105,105,0,15,0,0,36,36,0,2023-09-03 03:28:41,0
3801,3801,12,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 03:30:41,0
3879,3879,48,57,3,39,36,36,15,15,15,12,30,6,6,6,36,36,0,2023-09-03 03:32:41,0
3888,3888,267,1227,12,975,975,975,195,195,195,195,975,195,240,159,36,36,30,2023-09-03 03:34:41,6
3888,3888,1920,2262,1695,357,360,360,201,201,201,204,195,69,45,24,36,36,15,2023-09-03 03:36:41,0
3900,3900,36,15,3,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 03:38:41,0
3795,3795,21,24,6,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-03 03:40:41,0
3864,3864,183,816,9,651,648,648,135,135,135,132,645,129,153,108,36,36,15,2023-09-03 03:42:41,6
3900,3900,1398,2058,1107,681,684,684,237,237,237,240,555,129,138,81,36,36,30,2023-09-03 03:44:41,0
3885,3885,438,453,357,48,48,48,48,48,48,48,0,12,0,0,36,36,0,2023-09-03 03:46:41,0
3891,3891,66,21,9,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 03:48:41,0
3798,3798,129,435,9,336,336,336,72,72,72,72,330,66,84,54,36,36,6,2023-09-03 03:50:41,6
3873,3873,585,1461,336,894,894,894,198,198,198,198,870,174,207,135,36,36,39,2023-09-03 03:52:41,0
3888,3888,1209,1269,1101,84,84,84,84,84,84,84,0,12,0,0,36,36,0,2023-09-03 03:54:41,0
3894,3894,12,6,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 03:56:41,0
3879,3879,75,195,6,153,153,153,33,33,33,33,150,30,33,24,36,36,6,2023-09-03 03:58:41,3
3819,3819,243,1179,0,945,945,945,189,189,189,189,945,189,234,147,36,36,36,2023-09-03 04:00:41,9
3858,3858,1596,1824,1392,258,258,258,171,171,171,171,108,36,24,21,36,36,3,2023-09-03 04:02:41,0
3888,3888,18,3,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 04:04:41,0
3888,3888,15,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 04:06:41,0
3903,3903,222,1002,0,807,804,804,162,162,162,159,804,162,195,135,36,36,21,2023-09-03 04:08:41,6
3876,3876,1674,2172,1437,516,519,519,201,201,201,204,396,87,96,54,36,36,24,2023-09-03 04:10:41,0
3810,3810,30,21,9,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 04:12:41,0
3876,3876,24,9,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 04:14:41,0
3888,3888,138,648,3,519,516,516,108,108,108,105,513,102,123,81,36,36,15,2023-09-03 04:16:41,9
3906,3906,1080,1818,804,765,768,768,216,216,216,219,687,147,168,108,36,36,30,2023-09-03 04:18:41,0
3897,3897,585,606,540,33,33,33,33,33,33,33,0,9,0,0,36,36,0,2023-09-03 04:20:41,0
3777,3777,21,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 04:22:41,0
3900,3900,102,405,3,318,315,315,66,66,66,63,315,63,81,51,36,36,6,2023-09-03 04:24:41,9
3867,3867,474,1380,228,912,915,915,204,204,204,207,885,189,210,138,36,36,39,2023-09-03 04:26:41,0
3900,3900,1035,1083,939,72,72,72,72,72,72,72,0,9,0,0,36,36,0,2023-09-03 04:28:41,0
3876,3876,9,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 04:30:41,0
3849,3849,66,183,0,150,147,147,33,33,33,30,144,30,30,24,36,36,6,2023-09-03 04:32:41,3
3843,3843,261,1179,0,945,945,945,189,189,189,189,945,186,234,147,36,36,33,2023-09-03 04:34:41,6
3885,3885,1326,1533,1179,216,219,219,129,129,129,132,111,27,27,18,36,36,6,2023-09-03 04:36:41,0
3888,3888,39,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 04:38:41,0
3891,3891,21,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 04:40:41,0
3798,3798,246,1170,0,939,933,933,192,192,192,186,933,186,231,150,36,36,30,2023-09-03 04:42:41,6
3903,3903,1155,1509,966,375,381,381,156,156,156,162,273,69,60,45,36,36,15,2023-09-03 04:44:41,0
3885,3885,12,3,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 04:46:41,0
3876,3876,36,6,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 04:48:41,0
3888,3888,222,978,3,786,783,783,159,159,159,156,783,156,189,129,36,36,21,2023-09-03 04:50:41,6
3885,3885,1233,1725,1011,513,516,516,180,180,180,183,417,93,102,60,36,36,24,2023-09-03 04:52:41,0
3804,3804,24,6,6,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 04:54:41,0
3888,3888,66,9,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 04:56:41,0
3903,3903,180,801,6,645,639,639,132,132,132,126,639,129,150,108,36,36,15,2023-09-03 04:58:41,6
3873,3873,1089,1764,816,681,687,687,234,234,234,240,561,126,141,81,36,36,30,2023-09-03 05:00:41,0
3876,3876,228,219,183,18,18,18,18,18,18,18,0,3,0,0,36,36,0,2023-09-03 05:02:41,0
3819,3819,42,39,15,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-03 05:04:41,0
3867,3867,126,513,3,405,402,402,84,84,84,81,399,81,99,63,36,36,12,2023-09-03 05:06:41,9
3897,3897,696,1506,426,843,846,846,204,204,204,207,801,162,192,126,36,36,33,2023-09-03 05:08:41,0
3900,3900,855,933,765,84,84,84,84,84,84,84,0,15,0,0,36,36,0,2023-09-03 05:10:41,0
3882,3882,24,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 05:12:41,0
3798,3798,75,288,0,231,228,228,51,51,51,48,225,45,54,33,36,36,6,2023-09-03 05:14:41,6
3888,3888,237,1125,0,906,906,903,180,180,180,180,903,183,219,147,36,36,36,2023-09-03 05:16:41,24
3903,3903,1230,1389,1068,183,186,186,129,129,129,132,69,33,18,9,36,36,3,2023-09-03 05:18:41,0
3879,3879,18,15,3,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 05:20:41,0
3876,3876,30,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 05:22:41,0
3819,3819,258,1188,0,951,948,948,195,195,195,192,945,189,234,153,36,36,30,2023-09-03 05:24:41,6
3864,3864,1203,1557,1029,363,366,366,156,156,156,159,258,69,57,39,36,36,15,2023-09-03 05:26:41,3
3903,3903,36,6,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 05:28:41,0
3882,3882,39,18,6,6,6,6,6,6,6,6,0,6,0,0,36,36,0,2023-09-03 05:30:41,0
3870,3870,219,1002,3,804,801,801,162,162,162,159,801,159,195,132,36,36,21,2023-09-03 05:32:41,6
3885,3885,1119,1605,897,504,507,507,186,186,186,189,399,96,96,57,36,36,24,2023-09-03 05:34:41,0
3789,3789,27,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 05:36:41,0
3876,3876,30,9,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 05:38:41,0
3900,3900,174,804,6,639,633,633,141,141,141,135,621,126,147,102,36,36,15,2023-09-03 05:40:41,6
3879,3879,1026,1674,777,663,669,669,201,201,201,207,579,135,144,87,36,36,30,2023-09-03 05:42:41,0
3804,3804,162,159,129,15,15,15,15,15,15,15,0,9,0,0,36,36,0,2023-09-03 05:44:41,0
3888,3888,18,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 05:46:41,0
3900,3900,138,522,0,417,414,414,84,84,84,81,414,84,102,66,36,36,12,2023-09-03 05:48:41,9
3885,3885,693,1485,417,831,834,834,204,204,204,207,786,168,189,123,36,36,33,2023-09-03 05:50:41,0
3831,3831,837,906,732,87,87,87,87,87,87,87,0,3,0,0,36,36,0,2023-09-03 05:52:41,0
3861,3861,30,18,12,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 05:54:41,0
3882,3882,51,174,9,132,129,129,33,33,33,30,123,24,27,18,36,36,6,2023-09-03 05:56:41,0
3888,3888,279,1254,3,1002,1005,1005,201,201,201,204,1002,201,246,159,36,36,36,2023-09-03 05:58:41,6
3888,3888,1230,1452,1026,240,240,240,180,180,180,180,75,24,18,12,36,36,3,2023-09-03 06:00:41,0
3813,3813,27,18,6,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-03 06:02:41,0
3885,3885,27,21,3,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-03 06:04:41,0
3885,3885,231,1035,15,816,813,813,171,171,171,168,804,165,195,135,36,36,21,2023-09-03 06:06:41,9
3906,3906,1512,2025,1221,549,552,552,234,234,234,237,396,93,96,54,36,36,24,2023-09-03 06:08:41,0
3867,3867,90,96,66,15,15,15,15,15,15,15,0,6,0,0,36,36,0,2023-09-03 06:10:41,0
3807,3807,39,27,9,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-03 06:12:41,0
3885,3885,138,579,6,459,456,456,96,96,96,93,453,90,111,72,36,36,12,2023-09-03 06:14:41,6
3885,3885,714,1512,468,804,807,807,207,207,207,210,747,156,180,117,36,36,33,2023-09-03 06:16:41,0
3888,3888,930,1008,801,102,102,102,102,102,102,102,0,18,0,0,36,36,0,2023-09-03 06:18:41,0
3807,3807,30,39,9,15,15,15,15,15,15,15,0,3,0,0,36,36,0,2023-09-03 06:20:41,0
3876,3876,57,189,6,147,144,144,36,36,36,33,138,27,30,21,36,36,6,2023-09-03 06:22:41,0
3888,3888,285,1227,9,978,978,978,195,195,195,195,978,198,240,156,36,36,36,2023-09-03 06:24:41,6
3879,3879,1233,1482,1041,255,258,258,180,180,180,183,93,33,21,15,36,36,3,2023-09-03 06:26:41,0
3819,3819,48,24,6,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-03 06:28:41,0
3894,3894,30,9,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 06:30:41,0
3870,3870,243,1020,9,810,807,807,168,168,168,165,801,159,195,132,36,36,21,2023-09-03 06:32:41,6
3888,3888,1284,1827,1005,561,564,564,243,243,243,246,399,114,96,57,36,36,24,2023-09-03 06:34:41,0
3885,3885,297,315,255,30,30,30,30,30,30,30,0,3,0,0,36,36,0,2023-09-03 06:36:41,0
3822,3822,36,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 06:38:41,0
3888,3888,114,447,9,342,339,339,78,78,78,75,330,69,84,54,36,36,6,2023-09-03 06:40:41,9
3879,3879,384,1257,117,900,903,903,204,204,204,207,870,180,207,135,36,36,39,2023-09-03 06:42:41,0
3885,3885,1380,1530,1188,171,171,171,171,171,171,171,0,21,0,0,36,36,0,2023-09-03 06:44:41,0
3876,3876,51,42,18,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-03 06:46:41,0
3825,3825,54,42,12,15,15,15,15,15,15,15,0,0,0,0,36,36,0,2023-09-03 06:48:41,0
3891,3891,249,1011,6,801,801,801,165,165,165,165,795,162,195,132,36,36,21,2023-09-03 06:50:41,6
3876,3876,1050,1605,762,576,576,576,252,252,252,252,405,102,96,57,36,36,24,2023-09-03 06:52:41,0
3882,3882,876,939,783,78,78,78,78,78,78,78,0,15,0,0,36,36,0,2023-09-03 06:54:41,0
3888,3888,15,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 06:56:41,0
3906,3906,87,240,6,186,183,183,42,42,42,39,180,36,45,30,36,36,6,2023-09-03 06:58:41,3
3804,3804,258,1185,3,951,951,951,192,192,192,192,948,192,228,147,36,36,36,2023-09-03 07:00:41,6
3879,3879,1725,2004,1410,321,324,324,264,264,264,267,72,33,18,12,36,36,3,2023-09-03 07:02:41,0
3885,3885,45,30,12,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-03 07:04:41,0
3888,3888,33,27,9,9,9,9,9,9,9,9,0,6,0,0,36,36,0,2023-09-03 07:06:41,0
3861,3861,141,612,0,495,492,492,99,99,99,96,492,99,117,78,36,36,15,2023-09-03 07:08:41,9
3840,3840,654,1419,408,771,774,774,207,207,207,210,708,147,174,111,36,36,30,2023-09-03 07:10:41,0
3873,3873,1608,1797,1386,204,204,204,204,204,204,204,0,30,0,0,36,36,0,2023-09-03 07:12:41,0
3888,3888,42,24,6,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-03 07:14:41,0
3885,3885,24,18,6,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-03 07:16:41,0
3909,3909,210,864,9,678,675,675,150,150,150,147,660,132,162,111,36,36,15,2023-09-03 07:18:41,9
3789,3789,1026,1689,753,672,675,675,240,240,240,243,540,117,129,78,36,36,30,2023-09-03 07:20:41,0
3873,3873,1137,1290,942,174,174,174,171,171,171,171,3,24,0,3,36,36,0,2023-09-03 07:22:41,0
3888,3888,27,15,3,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-03 07:24:41,0
3888,3888,24,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 07:26:41,0
3912,3912,261,1083,9,855,852,852,183,183,183,180,840,168,207,141,36,36,21,2023-09-03 07:28:41,6
3864,3864,1533,2046,1257,531,534,534,243,243,243,246,360,84,84,48,36,36,24,2023-09-03 07:30:41,0
3789,3789,699,768,585,90,90,90,90,90,90,90,0,18,0,0,36,36,0,2023-09-03 07:32:41,0
3885,3885,69,48,12,18,18,18,18,18,18,18,0,3,0,0,36,36,0,2023-09-03 07:34:41,0
3885,3885,126,315,21,228,225,225,60,60,60,57,210,45,51,33,36,36,6,2023-09-03 07:36:41,3
3915,3915,279,1194,15,942,939,939,198,198,198,195,927,186,225,147,36,36,36,2023-09-03 07:38:41,6
3789,3789,1764,2055,1473,312,318,318,264,264,264,270,63,39,15,9,36,36,3,2023-09-03 07:40:41,0
3879,3879,609,651,498,75,75,75,75,75,75,75,0,15,0,0,36,36,0,2023-09-03 07:42:41,0
3888,3888,30,6,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 07:44:41,0
3879,3879,60,219,12,165,162,162,39,39,39,36,156,33,36,24,36,36,6,2023-09-03 07:46:41,3
3900,3900,306,1254,21,987,987,987,201,201,201,201,984,198,243,156,36,36,36,2023-09-03 07:48:41,6
3879,3879,1839,2151,1512,342,345,345,294,294,294,297,60,57,12,9,36,36,3,2023-09-03 07:50:41,0
3822,3822,612,678,468,105,105,105,105,105,105,105,0,12,0,0,36,36,0,2023-09-03 07:52:41,0
3861,3861,36,27,6,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-03 07:54:41,0
3888,3888,42,117,9,84,81,81,24,24,24,21,75,15,18,12,36,36,3,2023-09-03 07:56:41,3
3885,3885,273,1194,6,951,951,951,195,195,195,195,945,189,231,153,36,36,30,2023-09-03 07:58:41,6
3882,3882,1563,1926,1323,369,372,372,225,225,225,228,180,60,42,24,36,36,12,2023-09-03 08:00:41,0
3795,3795,1338,1515,1095,210,210,210,210,210,210,210,0,30,0,0,36,36,0,2023-09-03 08:02:41,0
3897,3897,42,24,9,6,6,6,6,6,6,6,0,6,0,0,36,36,0,2023-09-03 08:04:41,0
3888,3888,39,18,12,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 08:06:41,0
3894,3894,264,969,18,759,759,759,159,159,159,159,750,150,183,129,36,36,15,2023-09-03 08:08:41,6
3897,3897,1125,1737,837,621,621,621,261,261,261,261,450,120,108,60,36,36,30,2023-09-03 08:10:41,0
3798,3798,1674,1926,1374,276,276,276,276,276,276,276,0,39,0,0,36,36,0,2023-09-03 08:12:41,0
3885,3885,840,903,714,93,93,93,93,93,93,93,0,21,0,0,36,36,0,2023-09-03 08:14:41,0
3885,3885,36,45,9,24,24,24,12,12,12,12,15,3,3,0,36,36,3,2023-09-03 08:16:41,0
3915,3915,114,246,36,159,156,156,51,51,51,48,135,27,30,21,36,36,6,2023-09-03 08:18:41,0
3861,3861,282,1236,18,969,966,966,207,207,207,204,951,192,234,150,36,36,33,2023-09-03 08:20:41,6
3867,3867,1458,1788,1143,363,369,369,273,273,273,279,114,54,27,18,36,36,6,2023-09-03 08:22:41,0
3837,3837,1866,2106,1569,267,267,267,267,267,267,267,0,36,0,0,36,36,0,2023-09-03 08:24:41,0
3870,3870,48,27,15,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 08:26:41,0
3909,3909,84,57,24,18,15,15,18,18,18,15,0,0,0,0,36,36,0,2023-09-03 08:28:41,0
3885,3885,192,714,21,552,552,552,120,120,120,120,540,111,129,87,36,36,15,2023-09-03 08:30:41,6
3879,3879,825,1548,549,753,756,756,213,213,213,216,675,144,165,102,36,36,33,2023-09-03 08:32:41,0
3804,3804,1599,1866,1299,282,282,282,282,282,282,282,0,30,0,0,36,36,0,2023-09-03 08:34:41,0
3879,3879,1086,1266,882,192,192,192,192,192,192,192,0,36,0,0,36,36,0,2023-09-03 08:36:41,0
3906,3906,60,36,12,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-03 08:38:41,0
3873,3873,54,42,18,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-03 08:40:41,0
3879,3879,231,1014,9,798,795,795,174,174,174,171,780,156,192,129,36,36,21,2023-09-03 08:42:41,9
3816,3816,1035,1620,726,603,606,606,270,270,270,273,417,102,99,60,36,36,24,2023-09-03 08:44:41,0
3858,3858,1815,2094,1470,312,312,312,312,312,312,312,0,24,0,0,36,36,0,2023-09-03 08:46:41,0
3912,3912,1344,1497,1119,189,189,189,189,189,189,189,0,39,0,0,36,36,0,2023-09-03 08:48:41,0
3876,3876,150,75,33,21,21,21,21,21,21,21,0,0,0,0,36,36,0,2023-09-03 08:50:41,0
3864,3864,87,117,21,66,66,66,30,30,30,30,45,12,9,0,36,36,9,2023-09-03 08:52:41,0
3888,3888,213,909,12,717,714,714,153,153,153,150,702,141,168,120,36,36,15,2023-09-03 08:54:41,6
3822,3822,867,1509,582,648,651,651,252,252,252,255,498,114,123,69,36,36,30,2023-09-03 08:56:41,0
3897,3897,1596,1866,1290,300,300,300,276,276,276,276,30,45,6,0,36,36,6,2023-09-03 08:58:41,0
3879,3879,1770,1986,1458,264,264,264,264,264,264,264,0,12,0,0,36,36,0,2023-09-03 09:00:41,0
3882,3882,423,435,351,42,42,42,42,42,42,42,0,0,0,0,36,36,0,2023-09-03 09:02:41,0
3888,3888,84,75,30,21,21,21,21,21,21,21,0,12,0,0,36,36,0,2023-09-03 09:04:41,0
3801,3801,123,429,12,327,324,324,75,75,75,72,315,63,81,51,36,36,6,2023-09-03 09:06:41,9
3897,3897,303,1176,42,903,906,906,195,195,195,198,885,177,210,138,36,36,39,2023-09-03 09:08:41,0
3888,3888,1788,2070,1470,300,300,300,300,300,300,300,0,24,0,0,36,36,0,2023-09-03 09:10:41,0
3873,3873,1731,1998,1404,297,297,297,297,297,297,297,0,39,0,0,36,36,0,2023-09-03 09:12:41,0
3888,3888,690,780,570,105,105,105,105,105,105,105,0,12,0,0,36,36,0,2023-09-03 09:14:41,0
3804,3804,54,57,9,21,21,21,21,21,21,21,0,9,0,0,36,36,0,2023-09-03 09:16:41,0
3903,3903,150,342,24,249,246,246,63,63,63,60,231,51,54,33,36,36,6,2023-09-03 09:18:41,6
3876,3876,336,1293,51,972,972,972,228,228,228,228,930,189,228,150,36,36,36,2023-09-03 09:20:41,0
3876,3876,1689,1974,1296,354,357,357,321,321,321,324,42,81,9,9,36,36,3,2023-09-03 09:22:41,0
3888,3888,1638,1917,1299,309,309,309,309,309,309,309,0,36,0,0,36,36,0,2023-09-03 09:24:41,0
3888,3888,741,858,585,135,135,135,135,135,135,135,0,9,0,0,36,36,0,2023-09-03 09:26:41,0
3816,3816,99,54,24,15,15,15,15,15,15,15,0,0,0,0,36,36,0,2023-09-03 09:28:41,0
3879,3879,114,144,42,72,69,69,33,33,33,30,48,15,9,9,36,36,0,2023-09-03 09:30:41,0
3876,3876,336,1311,48,999,999,999,219,219,219,219,975,195,240,156,36,36,33,2023-09-03 09:32:41,6
3888,3888,1392,1773,1047,429,432,432,288,288,288,291,177,63,42,24,36,36,12,2023-09-03 09:34:41,0
3885,3885,1659,1962,1317,321,321,321,321,321,321,321,0,45,0,0,36,36,0,2023-09-03 09:36:41,0
3807,3807,1749,2022,1404,309,309,309,309,309,309,309,0,48,0,0,36,36,0,2023-09-03 09:38:41,0
3894,3894,411,450,288,81,81,81,81,81,81,81,0,12,0,0,36,36,0,2023-09-03 09:40:41,0
3870,3870,93,90,24,33,33,33,33,33,33,33,0,3,0,0,36,36,0,2023-09-03 09:42:41,0
3888,3888,183,519,42,366,360,360,99,99,99,93,330,69,81,54,36,36,6,2023-09-03 09:44:41,6
3885,3885,438,1344,156,921,927,927,228,228,228,234,870,177,210,135,36,36,39,2023-09-03 09:46:41,0
3825,3825,1869,2223,1434,393,393,393,393,393,393,393,0,45,15,0,36,36,0,2023-09-03 09:48:41,45
3873,3873,1533,1782,1158,312,312,312,312,312,312,312,0,33,0,0,36,36,0,2023-09-03 09:50:41,0
3885,3885,1632,1896,1308,300,300,300,288,288,288,288,15,36,3,0,36,36,3,2023-09-03 09:52:41,0
3885,3885,138,108,66,21,21,21,21,21,21,21,0,0,0,0,36,36,0,2023-09-03 09:54:41,0
3885,3885,102,78,27,24,24,24,24,24,24,24,0,0,0,0,36,36,0,2023-09-03 09:56:41,0
3831,3831,249,822,30,630,624,624,147,147,147,141,603,126,141,99,36,36,15,2023-09-03 09:58:41,6
3885,3885,927,1569,555,729,732,732,252,252,252,255,597,135,150,90,36,36,30,2023-09-03 10:00:41,0
3882,3882,1776,2079,1392,354,357,357,330,330,330,333,30,45,6,3,36,36,3,2023-09-03 10:02:41,0
3885,3885,1833,2103,1485,309,309,309,309,309,309,309,0,27,0,0,36,36,0,2023-09-03 10:04:41,0
3885,3885,525,552,414,69,69,69,69,69,69,69,0,6,0,0,36,36,0,2023-09-03 10:06:41,0
3891,3891,90,120,15,63,63,63,39,39,39,39,30,12,6,0,36,36,6,2023-09-03 10:08:41,3
3825,3825,174,450,39,303,300,300,96,96,96,93,258,51,66,39,36,36,6,2023-09-03 10:10:41,6
3873,3873,405,1350,93,987,987,987,234,234,234,234,942,195,225,150,36,36,39,2023-09-03 10:12:41,0
3888,3888,1773,2076,1425,324,327,327,324,324,324,327,0,27,0,0,36,36,0,2023-09-03 10:14:41,0
3885,3885,1833,2112,1467,324,324,324,321,321,321,321,3,51,0,3,36,36,0,2023-09-03 10:16:41,0
3897,3897,1584,1827,1224,300,300,300,300,300,300,300,0,21,0,0,36,36,0,2023-09-03 10:18:41,0
3801,3801,435,468,312,78,78,78,78,78,78,78,0,6,0,0,36,36,0,2023-09-03 10:20:41,0
3882,3882,84,75,21,27,27,27,27,27,27,27,0,0,0,0,36,36,0,2023-09-03 10:22:41,0
3888,3888,177,456,27,318,315,315,96,96,96,93,276,60,72,45,36,36,6,2023-09-03 10:24:41,6
3882,3882,330,1263,51,957,960,960,219,219,219,222,924,189,219,144,36,36,39,2023-09-03 10:26:41,3
3894,3894,1824,2079,1479,300,297,297,300,300,300,297,0,60,0,0,36,36,0,2023-09-03 10:28:41,0
3783,3783,1674,1965,1317,330,330,330,318,318,318,318,15,51,3,0,36,36,3,2023-09-03 10:30:41,0
3882,3882,1710,2028,1326,348,351,351,348,348,348,351,0,57,0,0,36,36,0,2023-09-03 10:32:41,0
3888,3888,339,330,186,72,72,72,72,72,72,72,0,18,0,0,36,36,0,2023-09-03 10:34:41,0
3885,3885,120,117,33,42,42,42,42,42,42,42,0,0,0,0,36,36,0,2023-09-03 10:36:41,0
3900,3900,183,477,18,351,345,345,96,96,96,90,318,66,81,51,36,36,6,2023-09-03 10:38:41,6
3825,3825,477,1338,141,936,942,942,219,219,219,225,897,189,213,138,36,36,42,2023-09-03 10:40:41,0
3855,3855,1818,2088,1470,309,309,309,309,309,309,309,0,27,0,0,36,36,0,2023-09-03 10:42:41,0
3891,3891,1881,2166,1536,315,315,315,315,315,315,315,0,24,0,0,36,36,0,2023-09-03 10:44:41,0
3876,3876,1536,1839,1173,336,336,336,330,330,330,330,6,39,0,6,36,36,0,2023-09-03 10:46:41,0
3897,3897,1002,1161,759,201,201,201,201,201,201,201,0,33,0,0,36,36,0,2023-09-03 10:48:41,0
3894,3894,96,84,30,27,27,27,27,27,27,27,0,3,0,0,36,36,0,2023-09-03 10:50:41,0
3795,3795,90,78,15,30,30,30,30,30,30,30,0,0,0,0,36,36,0,2023-09-03 10:52:41,0
3906,3906,306,1191,15,930,927,927,210,210,210,207,900,189,219,147,36,36,27,2023-09-03 10:54:41,6
3870,3870,1203,1713,891,525,525,525,285,285,285,285,300,72,72,42,36,36,18,2023-09-03 10:56:41,0
