request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1296,1296,572,659,430,113,112,112,113,113,113,112,0,20,4,12,12,0,0,0,2023-11-14 14:37:16,8
1291,1291,637,734,487,123,123,123,123,123,123,123,0,17,0,12,12,0,0,0,2023-11-14 14:38:48,0
1293,1293,642,729,498,114,115,115,114,114,114,115,0,13,0,12,12,0,0,0,2023-11-14 14:39:16,0
1293,1293,609,687,479,104,104,104,104,104,104,104,0,9,0,12,12,0,0,0,2023-11-14 14:40:48,0
1295,1295,629,700,497,106,106,106,98,98,98,98,10,11,2,12,12,0,2,0,2023-11-14 14:41:16,0
1273,1273,623,738,474,136,135,135,128,128,128,127,10,10,2,12,12,0,2,0,2023-11-14 14:42:48,0
1272,1272,610,716,458,128,128,128,128,128,128,128,0,6,0,12,12,0,0,0,2023-11-14 14:43:16,0
1306,1306,687,770,527,121,121,121,121,121,121,121,0,12,0,12,12,0,0,0,2023-11-14 14:44:48,0
1296,1296,694,799,539,132,132,132,128,128,128,128,5,15,1,12,12,1,0,0,2023-11-14 14:45:16,0
1287,1287,628,729,465,133,134,134,129,129,129,130,5,17,1,12,12,1,0,0,2023-11-14 14:46:48,0
1293,1293,659,760,490,137,136,136,133,133,133,132,5,22,1,12,12,0,1,0,2023-11-14 14:47:16,0
1291,1291,256,292,170,63,63,63,59,59,59,59,5,11,1,12,12,0,1,0,2023-11-14 14:48:48,0
1296,1296,90,90,31,29,30,30,29,29,29,30,0,3,0,12,12,0,0,0,2023-11-14 14:49:16,0
1298,1298,115,125,47,39,39,39,39,39,39,39,0,6,0,12,12,0,0,0,2023-11-14 14:50:48,0
1267,1267,131,133,55,39,39,39,39,39,39,39,0,5,0,12,12,0,0,0,2023-11-14 14:51:16,0
1269,1269,143,207,36,113,111,111,48,48,48,46,81,17,27,12,12,12,2,2,2023-11-14 14:52:48,10
1295,1295,153,306,31,197,196,196,64,64,64,63,166,37,47,12,12,26,5,2,2023-11-14 14:53:16,10
1301,1301,175,493,38,350,351,351,90,90,90,91,325,69,78,12,12,52,13,0,2023-11-14 14:54:48,1
1296,1296,179,504,47,351,351,351,94,94,94,94,321,65,75,12,12,52,12,0,2023-11-14 14:55:16,1
1292,1292,327,592,163,326,327,327,95,95,95,96,289,62,65,12,12,46,8,4,2023-11-14 14:56:48,0
1295,1295,437,640,265,269,270,270,99,99,99,100,213,50,49,12,12,32,7,4,2023-11-14 14:57:16,0
1287,1287,618,710,456,133,133,133,116,116,116,116,21,14,8,12,12,1,2,2,2023-11-14 14:58:48,8
1294,1294,656,746,500,127,127,127,114,114,114,114,16,12,7,12,12,1,1,2,2023-11-14 14:59:16,8
1302,1302,701,796,559,118,118,118,118,118,118,118,0,20,0,12,12,0,0,0,2023-11-14 15:00:48,0
1272,1272,631,729,488,120,120,120,120,120,120,120,0,21,0,12,12,0,0,0,2023-11-14 15:01:16,0
1265,1265,629,722,489,114,114,114,114,114,114,114,0,20,4,12,12,0,0,0,2023-11-14 15:02:48,8
1286,1286,611,699,470,112,112,112,112,112,112,112,0,22,4,12,12,0,0,0,2023-11-14 15:03:16,8
1302,1302,560,658,411,123,123,123,119,119,119,119,5,12,5,12,12,0,1,0,2023-11-14 15:04:48,8
1304,1304,596,693,448,122,122,122,118,118,118,118,5,9,5,12,12,0,1,0,2023-11-14 15:05:16,8
1294,1294,584,660,454,100,100,100,100,100,100,100,0,8,4,12,12,0,0,0,2023-11-14 15:06:48,8
1296,1296,620,712,492,109,109,109,105,105,105,105,5,12,5,12,12,1,0,0,2023-11-14 15:07:16,8
1291,1291,597,680,452,112,112,112,108,108,108,108,5,20,9,12,12,1,0,0,2023-11-14 15:08:48,16
1296,1296,588,673,440,116,116,116,108,108,108,108,10,20,10,12,12,0,2,0,2023-11-14 15:09:16,16
1276,1276,705,840,533,157,157,157,149,149,149,149,10,26,2,12,12,0,2,0,2023-11-14 15:10:48,0
1276,1276,747,868,560,154,154,154,154,154,154,154,0,33,0,12,12,0,0,0,2023-11-14 15:11:16,0
1296,1296,693,768,508,130,130,130,130,130,130,130,0,26,0,12,12,0,0,0,2023-11-14 15:12:48,0
1296,1296,613,673,446,113,113,113,113,113,113,113,0,15,0,12,12,0,0,0,2023-11-14 15:13:16,0
1300,1300,619,697,463,120,120,120,112,112,112,112,10,12,2,12,12,2,0,0,2023-11-14 15:14:48,1
1294,1294,575,654,429,116,116,116,108,108,108,108,10,15,2,12,12,2,0,0,2023-11-14 15:15:16,1
1285,1285,128,142,77,30,29,29,30,30,30,29,0,6,4,12,12,0,0,0,2023-11-14 15:16:48,8
1290,1290,58,64,18,20,20,20,20,20,20,20,0,2,4,12,12,0,0,0,2023-11-14 15:17:16,8
1279,1279,75,75,37,18,19,19,18,18,18,19,0,3,0,12,12,0,0,0,2023-11-14 15:18:48,0
1276,1276,90,73,44,12,12,12,12,12,12,12,0,3,4,12,12,0,0,0,2023-11-14 15:19:16,8
1292,1292,171,258,65,138,137,137,41,41,41,40,121,27,39,12,12,19,3,2,2023-11-14 15:20:48,17
1296,1296,179,358,69,220,219,219,59,59,59,58,201,42,51,12,12,33,5,2,2023-11-14 15:21:16,9
1301,1301,529,1025,216,521,521,521,270,270,270,270,314,93,81,12,12,51,12,0,2023-11-14 15:22:48,16
1293,1293,536,1024,206,527,527,527,271,271,271,271,320,94,83,12,12,50,14,0,2023-11-14 15:23:16,16
1295,1295,277,520,138,287,287,287,87,87,87,87,250,55,57,12,12,38,8,4,2023-11-14 15:24:48,0
1294,1294,438,622,304,221,222,222,90,90,90,91,164,39,39,12,12,25,4,4,2023-11-14 15:25:16,0
1297,1297,700,768,557,105,106,106,105,105,105,106,0,17,0,12,12,0,0,0,2023-11-14 15:26:48,0
1293,1293,620,692,478,107,107,107,107,107,107,107,0,16,0,12,12,0,0,0,2023-11-14 15:27:16,0
1256,1256,663,764,476,147,146,146,142,142,142,141,6,17,1,12,12,2,0,0,2023-11-14 15:28:48,0
1264,1264,662,775,476,150,150,150,145,145,145,145,6,20,5,12,12,2,0,0,2023-11-14 15:29:16,8
1296,1296,622,707,492,105,106,106,105,105,105,106,0,15,4,12,12,0,0,0,2023-11-14 15:30:48,8
1297,1297,656,731,526,102,102,102,102,102,102,102,0,14,0,12,12,0,0,0,2023-11-14 15:31:16,0
1296,1296,647,738,499,119,119,119,119,119,119,119,0,16,0,12,12,0,0,0,2023-11-14 15:32:48,0
1296,1296,682,780,530,125,125,125,125,125,125,125,0,17,0,12,12,0,0,0,2023-11-14 15:33:16,0
1299,1299,609,698,459,119,119,119,118,118,118,118,1,18,0,12,12,1,0,0,2023-11-14 15:34:48,0
1294,1294,539,630,391,119,118,118,118,118,118,117,1,21,0,12,12,1,0,0,2023-11-14 15:35:16,0
1270,1270,603,672,469,99,99,99,99,99,99,99,0,20,4,12,12,0,0,0,2023-11-14 15:36:48,8
1268,1268,645,713,516,96,97,97,96,96,96,97,0,19,4,12,12,0,0,0,2023-11-14 15:37:16,8
1285,1285,589,682,442,120,120,120,120,120,120,120,0,16,0,12,12,0,0,0,2023-11-14 15:38:48,0
1296,1296,546,638,404,117,117,117,117,117,117,117,0,12,0,12,12,0,0,0,2023-11-14 15:39:16,0
1301,1301,682,787,536,126,125,125,126,126,126,125,0,15,0,12,12,0,0,0,2023-11-14 15:40:48,0
1297,1297,716,820,548,136,136,136,136,136,136,136,0,19,0,12,12,0,0,0,2023-11-14 15:41:16,0
1291,1291,493,565,363,102,103,103,98,98,98,99,5,12,1,12,12,0,1,0,2023-11-14 15:42:48,0
1292,1292,349,394,255,71,71,71,67,67,67,67,5,8,1,12,12,0,1,0,2023-11-14 15:43:16,0
1301,1301,116,109,48,30,30,30,30,30,30,30,0,5,0,12,12,0,0,0,2023-11-14 15:44:48,0
1267,1267,205,241,107,67,66,66,67,67,67,66,0,9,0,12,12,0,0,0,2023-11-14 15:45:16,0
1268,1268,303,361,170,93,93,93,93,93,93,93,0,9,4,12,12,0,0,0,2023-11-14 15:46:48,8
1296,1296,216,236,114,57,58,58,57,57,57,58,0,4,4,12,12,0,0,0,2023-11-14 15:47:16,8
1288,1288,157,380,40,254,254,254,70,70,70,70,230,47,59,12,12,39,5,2,2023-11-14 15:48:48,2
1286,1286,184,484,41,338,336,336,89,89,89,87,310,64,78,12,12,51,10,2,2023-11-14 15:49:16,2
1295,1295,214,546,57,370,369,369,106,106,106,105,330,69,80,12,12,50,16,0,2023-11-14 15:50:48,8
1300,1300,231,548,61,368,369,369,105,105,105,106,329,69,79,12,12,49,12,4,2023-11-14 15:51:16,8
1289,1289,540,686,393,194,195,195,94,94,94,95,125,32,29,12,12,19,2,4,2023-11-14 15:52:48,0
1295,1295,718,834,572,148,149,149,112,112,112,113,46,20,11,12,12,8,1,0,2023-11-14 15:53:16,0
1282,1282,700,787,539,124,124,124,124,124,124,124,0,18,0,12,12,0,0,0,2023-11-14 15:54:48,0
1275,1275,673,734,504,117,117,117,113,113,113,113,5,21,1,12,12,1,0,0,2023-11-14 15:55:16,0
1305,1305,741,808,573,117,117,117,113,113,113,113,5,20,5,12,12,1,0,0,2023-11-14 15:56:48,8
1296,1296,687,781,538,118,118,118,118,118,118,118,0,15,6,12,12,0,0,0,2023-11-14 15:57:16,8
1280,1280,704,785,544,118,118,118,118,118,118,118,0,13,5,12,12,0,0,0,2023-11-14 15:58:48,0
1295,1295,727,787,569,107,107,107,107,107,107,107,0,13,4,12,12,0,0,0,2023-11-14 15:59:16,0
1303,1303,657,701,523,88,88,88,88,88,88,88,0,6,2,12,12,0,0,0,2023-11-14 16:00:48,0
1297,1297,630,680,492,93,93,93,93,93,93,93,0,4,2,12,12,0,0,0,2023-11-14 16:01:16,0
1293,1293,684,766,521,124,123,123,116,116,116,115,10,13,7,12,12,0,2,0,2023-11-14 16:02:48,8
1287,1287,707,780,533,123,123,123,115,115,115,115,10,16,10,12,12,0,2,0,2023-11-14 16:03:16,16
1264,1264,727,786,563,109,110,110,109,109,109,110,0,13,4,12,12,0,0,0,2023-11-14 16:04:48,8
1273,1273,688,753,530,110,109,109,110,110,110,109,0,14,4,12,12,0,0,0,2023-11-14 16:05:16,8
1301,1301,515,552,373,87,86,86,87,87,87,86,0,11,5,12,12,0,0,0,2023-11-14 16:06:48,10
1296,1296,408,419,291,61,62,62,61,61,61,62,0,7,4,12,12,0,0,0,2023-11-14 16:07:16,8
1287,1287,160,147,65,35,36,36,31,31,31,32,5,4,16,12,12,0,1,0,2023-11-14 16:08:48,30
1295,1295,140,134,54,36,36,36,32,32,32,32,5,3,13,12,12,0,1,0,2023-11-14 16:09:16,24
1295,1295,134,129,49,42,42,42,34,34,34,34,10,4,6,12,12,0,2,0,2023-11-14 16:10:48,8
1296,1296,147,148,57,51,50,50,37,37,37,36,17,5,7,12,12,1,2,0,2023-11-14 16:11:16,8
1296,1296,211,469,57,301,300,300,92,92,92,91,261,53,72,12,12,43,7,2,2023-11-14 16:12:48,16
1296,1296,240,574,58,382,382,382,111,111,111,111,339,71,91,12,12,54,13,2,2023-11-14 16:13:16,16
1271,1271,230,546,81,356,357,357,89,89,89,90,334,70,86,12,12,52,14,1,2023-11-14 16:14:48,16
1261,1261,227,555,91,361,361,361,86,86,86,86,344,71,86,12,12,50,14,4,2023-11-14 16:15:16,16
1294,1294,613,782,461,196,193,193,99,99,99,96,120,28,52,12,12,14,7,3,2023-11-14 16:16:48,56
1295,1295,731,835,576,127,127,127,103,103,103,103,30,12,34,12,12,4,2,0,2023-11-14 16:17:16,57
1288,1288,680,766,530,114,117,117,110,110,110,113,6,15,10,12,12,1,1,0,2023-11-14 16:18:48,17
1296,1296,662,732,504,110,111,111,109,109,109,110,1,11,8,12,12,1,0,0,2023-11-14 16:19:16,16
1301,1301,718,802,552,127,127,127,123,123,123,123,5,13,1,12,12,1,0,0,2023-11-14 16:20:48,0
1296,1296,726,823,569,129,129,129,125,125,125,125,5,17,1,12,12,1,0,0,2023-11-14 16:21:16,0
1262,1262,631,726,478,124,124,124,120,120,120,120,5,18,5,12,12,0,0,1,2023-11-14 16:22:48,8
1268,1268,650,749,493,130,130,130,122,122,122,122,10,17,6,12,12,1,0,1,2023-11-14 16:23:16,8
1301,1301,643,713,476,121,120,120,117,117,117,116,5,14,1,12,12,1,0,0,2023-11-14 16:24:48,0
1286,1286,597,661,435,113,113,113,113,113,113,113,0,15,0,12,12,0,0,0,2023-11-14 16:25:16,0
1293,1293,727,812,567,120,121,121,116,116,116,117,5,17,9,12,12,0,0,1,2023-11-14 16:26:48,16
1305,1305,783,846,609,116,116,116,112,112,112,112,5,15,9,12,12,0,0,1,2023-11-14 16:27:16,16
1298,1298,741,782,583,99,99,99,99,99,99,99,0,9,0,12,12,0,0,0,2023-11-14 16:28:48,0
1286,1286,712,770,566,102,102,102,102,102,102,102,0,11,0,12,12,0,0,0,2023-11-14 16:29:16,0
1299,1299,672,766,506,126,126,126,126,126,126,126,0,18,8,12,12,0,0,0,2023-11-14 16:30:48,16
1278,1278,701,799,533,131,131,131,127,127,127,127,5,19,9,12,12,0,0,1,2023-11-14 16:31:16,16
1260,1260,551,601,433,84,84,84,80,80,80,80,5,14,5,12,12,0,0,1,2023-11-14 16:32:48,8
1296,1296,398,423,293,65,65,65,61,61,61,61,5,11,5,12,12,0,0,1,2023-11-14 16:33:16,8
1302,1302,141,124,60,30,30,30,26,26,26,26,5,5,9,12,12,0,0,1,2023-11-14 16:34:48,16
1295,1295,127,108,54,23,23,23,23,23,23,23,0,3,8,12,12,0,0,0,2023-11-14 16:35:16,16
1292,1292,103,83,31,32,32,32,20,20,20,20,15,4,3,12,12,0,3,0,2023-11-14 16:36:48,0
1296,1296,94,79,25,33,33,33,21,21,21,21,15,4,3,12,12,0,3,0,2023-11-14 16:37:16,0
1293,1293,133,347,12,254,253,253,71,71,71,70,228,48,55,12,12,39,5,2,2023-11-14 16:38:48,0
1295,1295,165,461,22,336,335,335,88,88,88,87,310,66,77,12,12,50,10,2,2023-11-14 16:39:16,0
1263,1263,186,510,48,360,360,360,89,89,89,89,339,71,80,12,12,51,17,0,2023-11-14 16:40:48,9
1265,1265,245,611,70,408,408,408,120,120,120,120,359,73,83,12,12,53,16,3,2023-11-14 16:41:16,9
1295,1295,531,765,344,272,273,273,142,142,142,143,163,40,39,12,12,23,5,4,2023-11-14 16:42:48,0
1296,1296,573,704,424,163,164,164,115,115,115,116,61,23,14,12,12,10,1,1,2023-11-14 16:43:16,0
1303,1303,699,816,530,150,149,149,130,130,130,129,25,23,10,12,12,0,3,2,2023-11-14 16:44:48,11
1295,1295,701,812,542,142,141,141,122,122,122,121,25,25,10,12,12,0,3,2,2023-11-14 16:45:16,11
1295,1295,564,642,448,97,97,97,97,97,97,97,0,15,0,12,12,0,0,0,2023-11-14 16:46:48,0
1295,1295,595,679,478,100,101,101,100,100,100,101,0,12,0,12,12,0,0,0,2023-11-14 16:47:16,0
1289,1289,648,738,506,118,118,118,113,113,113,113,6,12,1,12,12,2,0,0,2023-11-14 16:48:48,0
1295,1295,719,829,547,143,143,143,138,138,138,138,6,16,1,12,12,2,0,0,2023-11-14 16:49:16,0
1265,1265,890,1033,690,176,177,177,163,163,163,164,16,23,4,12,12,1,1,2,2023-11-14 16:50:48,2
1266,1266,850,968,672,153,153,153,140,140,140,140,16,20,4,12,12,1,1,2,2023-11-14 16:51:16,14
1296,1296,705,779,545,115,115,115,115,115,115,115,0,12,4,12,12,0,0,0,2023-11-14 16:52:48,21
1295,1295,602,678,444,115,115,115,115,115,115,115,0,12,4,12,12,0,0,0,2023-11-14 16:53:16,9
1300,1300,512,595,385,105,105,105,105,105,105,105,0,18,0,12,12,0,0,0,2023-11-14 16:54:48,0
1296,1296,589,676,451,112,112,112,112,112,112,112,0,19,0,12,12,0,0,0,2023-11-14 16:55:16,0
1298,1298,703,780,553,113,113,113,113,113,113,113,0,18,0,12,12,0,0,0,2023-11-14 16:56:48,0
1288,1288,632,713,499,107,107,107,107,107,107,107,0,20,0,12,12,0,0,0,2023-11-14 16:57:16,0
1262,1262,655,717,512,100,100,100,100,100,100,100,0,14,4,12,12,0,0,0,2023-11-14 16:58:48,8
1275,1275,742,803,578,106,106,106,106,106,106,106,0,10,12,12,12,0,0,0,2023-11-14 16:59:16,24
1298,1298,811,914,631,137,137,137,137,137,137,137,0,13,8,12,12,0,0,0,2023-11-14 17:00:48,16
1296,1296,942,1080,738,171,170,170,171,171,171,170,0,18,0,12,12,0,0,0,2023-11-14 17:01:16,0
1293,1293,785,894,628,131,131,131,131,131,131,131,0,17,4,12,12,0,0,0,2023-11-14 17:02:48,8
1296,1296,497,554,379,79,80,80,79,79,79,80,0,12,16,12,12,0,0,0,2023-11-14 17:03:16,32
1306,1306,155,174,82,40,40,40,40,40,40,40,0,2,12,12,12,0,0,0,2023-11-14 17:04:48,24
1296,1296,137,144,76,34,34,34,34,34,34,34,0,0,0,12,12,0,0,0,2023-11-14 17:05:16,0
1286,1286,117,108,50,27,27,27,23,23,23,23,5,3,9,12,12,0,1,0,2023-11-14 17:06:48,16
1265,1265,128,135,60,41,39,39,28,28,28,26,16,6,11,12,12,1,1,1,2023-11-14 17:07:16,16
1265,1265,162,406,47,274,273,273,74,74,74,73,250,54,61,12,12,41,5,4,2023-11-14 17:08:48,0
1296,1296,165,476,38,336,337,337,81,81,81,82,319,67,83,12,12,51,10,3,2023-11-14 17:09:16,8
1296,1296,897,1314,633,463,463,463,204,204,204,204,323,82,77,12,12,49,16,0,2023-11-14 17:10:48,8
1296,1296,913,1321,640,460,460,460,207,207,207,207,316,80,75,12,12,48,12,3,2023-11-14 17:11:16,8
1296,1296,404,571,261,196,197,197,99,99,99,100,122,31,37,12,12,18,2,4,2023-11-14 17:12:48,16
1295,1295,519,629,377,142,143,143,103,103,103,104,49,20,15,12,12,8,1,1,2023-11-14 17:13:16,8
1307,1307,702,742,534,98,98,98,98,98,98,98,0,15,8,12,12,0,0,0,2023-11-14 17:14:48,16
1295,1295,653,707,502,99,99,99,94,94,94,94,6,17,9,12,12,1,1,0,2023-11-14 17:15:16,16
1263,1263,734,795,587,105,104,104,100,100,100,99,6,11,5,12,12,1,1,0,2023-11-14 17:16:48,8
1271,1271,780,837,622,105,105,105,105,105,105,105,0,12,4,12,12,0,0,0,2023-11-14 17:17:16,8
1289,1289,713,774,552,111,111,111,107,107,107,107,5,12,5,12,12,1,0,0,2023-11-14 17:18:48,8
1294,1294,689,751,524,114,114,114,110,110,110,110,5,13,5,12,12,1,0,0,2023-11-14 17:19:16,8
1296,1296,634,724,476,129,130,130,117,117,117,118,15,24,3,12,12,0,3,0,2023-11-14 17:20:48,0
1294,1294,618,702,473,122,122,122,106,106,106,106,20,20,4,12,12,1,3,0,2023-11-14 17:21:16,0
1293,1293,687,789,520,131,130,130,103,103,103,102,34,20,42,12,12,2,5,0,2023-11-14 17:22:48,72
1295,1295,713,826,522,150,150,150,118,118,118,118,39,24,43,12,12,1,7,0,2023-11-14 17:23:16,72
1277,1277,661,733,484,126,127,127,114,114,114,115,15,23,11,12,12,0,3,0,2023-11-14 17:24:48,16
1270,1270,694,761,535,111,111,111,107,107,107,107,5,20,9,12,12,0,1,0,2023-11-14 17:25:16,16
1294,1294,622,680,484,98,98,98,98,98,98,98,0,11,0,12,12,0,0,0,2023-11-14 17:26:48,0
1295,1295,615,660,476,92,92,92,92,92,92,92,0,10,0,12,12,0,0,0,2023-11-14 17:27:16,0
1290,1290,697,758,565,95,95,95,94,94,94,94,1,18,4,12,12,1,0,0,2023-11-14 17:28:48,8
1296,1296,653,728,521,102,102,102,101,101,101,101,1,17,4,12,12,1,0,0,2023-11-14 17:29:16,8
1299,1299,622,689,493,96,96,96,95,95,95,95,1,11,4,12,12,1,0,0,2023-11-14 17:30:48,8
1296,1296,670,720,532,92,92,92,91,91,91,91,1,12,4,12,12,1,0,0,2023-11-14 17:31:16,8
1265,1265,782,893,604,161,161,161,116,116,116,116,56,25,23,12,12,7,2,3,2023-11-14 17:32:48,24
1258,1258,736,846,567,156,156,156,111,111,111,111,56,25,23,12,12,7,2,3,2023-11-14 17:33:16,24
1298,1298,303,290,202,36,36,36,36,36,36,36,0,5,16,12,12,0,0,0,2023-11-14 17:34:48,32
1296,1296,187,169,105,24,24,24,24,24,24,24,0,3,16,12,12,0,0,0,2023-11-14 17:35:16,32
1296,1296,120,84,54,15,15,15,15,15,15,15,0,1,0,12,12,0,0,0,2023-11-14 17:36:48,0
1301,1301,116,76,47,14,13,13,14,14,14,13,0,1,0,12,12,0,0,0,2023-11-14 17:37:16,0
1289,1289,110,139,35,69,68,68,28,28,28,27,51,15,16,12,12,8,2,0,2023-11-14 17:38:48,8
1296,1296,264,393,40,164,164,164,48,48,48,48,144,34,167,12,12,23,4,2,2023-11-14 17:39:16,264
1294,1294,355,671,46,360,360,360,97,97,97,97,328,71,227,12,12,52,12,2,2023-11-14 17:40:48,297
1294,1294,236,525,46,348,348,348,97,97,97,97,314,68,93,12,12,51,12,0,2023-11-14 17:41:16,41
1270,1270,167,449,30,327,328,328,83,83,83,84,306,64,70,12,12,48,9,4,2023-11-14 17:42:48,2
1269,1269,273,509,148,267,268,268,86,86,86,87,227,49,53,12,12,34,7,4,2023-11-14 17:43:16,2
1304,1304,662,730,530,100,100,100,100,100,100,100,0,13,0,12,12,0,0,0,2023-11-14 17:44:48,0
1294,1294,734,820,590,115,115,115,115,115,115,115,0,16,0,12,12,0,0,0,2023-11-14 17:45:16,0
1292,1292,686,782,541,121,121,121,120,120,120,120,1,19,0,12,12,1,0,0,2023-11-14 17:46:48,0
1295,1295,645,710,513,97,97,97,96,96,96,96,1,15,4,12,12,1,0,0,2023-11-14 17:47:16,8
1290,1290,732,774,544,107,107,107,107,107,107,107,0,10,16,12,12,0,0,0,2023-11-14 17:48:48,32
1296,1296,763,818,571,118,118,118,117,117,117,117,1,15,12,12,12,1,0,0,2023-11-14 17:49:16,24
1272,1272,693,762,552,103,103,103,102,102,102,102,1,13,4,12,12,1,0,0,2023-11-14 17:50:48,8
1273,1273,723,786,591,95,95,95,95,95,95,95,0,11,4,12,12,0,0,0,2023-11-14 17:51:16,8
1300,1300,811,895,647,128,128,128,120,120,120,120,10,12,2,12,12,0,2,0,2023-11-14 17:52:48,0
1294,1294,844,962,631,170,169,169,162,162,162,161,10,14,2,12,12,0,2,0,2023-11-14 17:53:16,0
1301,1301,1024,1175,785,200,200,200,190,190,190,190,12,27,2,12,12,2,2,0,2023-11-14 17:54:48,0
1294,1294,902,1025,712,161,162,162,151,151,151,152,12,23,2,12,12,2,2,0,2023-11-14 17:55:16,0
1291,1291,680,753,520,119,118,118,111,111,111,110,10,18,6,12,12,0,2,0,2023-11-14 17:56:48,8
1295,1295,706,792,526,136,135,135,127,127,127,126,11,19,6,12,12,1,2,0,2023-11-14 17:57:16,8
1265,1265,793,854,614,120,121,121,119,119,119,120,1,14,0,12,12,1,0,0,2023-11-14 17:58:48,0
1273,1273,669,700,516,91,92,92,91,91,91,92,0,13,0,12,12,0,0,0,2023-11-14 17:59:16,0
1303,1303,152,120,81,19,19,19,19,19,19,19,0,3,0,12,12,0,0,0,2023-11-14 18:00:48,0
1296,1296,177,161,75,43,43,43,43,43,43,43,0,5,0,12,12,0,0,0,2023-11-14 18:01:16,0
1291,1291,173,184,65,61,61,61,53,53,53,53,10,6,6,12,12,0,0,2,2023-11-14 18:02:48,8
1284,1284,116,96,39,30,30,30,22,22,22,22,10,3,6,12,12,0,0,2,2023-11-14 18:03:16,8
1295,1295,137,260,31,171,170,170,52,52,52,51,148,32,36,12,12,21,6,2,2023-11-14 18:04:48,0
1305,1305,144,361,34,250,249,249,70,70,70,69,225,47,53,12,12,36,7,2,2023-11-14 18:05:16,0
1299,1299,170,473,41,335,336,336,82,82,82,83,317,65,78,12,12,52,12,0,2023-11-14 18:06:48,9
1272,1272,176,474,39,340,340,340,81,81,81,81,323,67,78,12,12,49,16,0,2023-11-14 18:07:16,9
1263,1263,338,591,198,283,283,283,99,99,99,99,230,49,57,12,12,35,7,4,2023-11-14 18:08:48,9
1294,1294,486,674,348,216,217,217,99,99,99,100,147,37,40,12,12,23,2,4,2023-11-14 18:09:16,9
1296,1296,725,795,579,108,108,108,108,108,108,108,0,11,0,12,12,0,0,0,2023-11-14 18:10:48,0
1295,1295,729,812,577,120,120,120,112,112,112,112,10,11,3,12,12,2,0,0,2023-11-14 18:11:16,2
1294,1294,785,864,633,116,116,116,108,108,108,108,10,16,7,12,12,2,0,0,2023-11-14 18:12:48,10
1296,1296,795,864,647,107,106,106,107,107,107,106,0,12,4,12,12,0,0,0,2023-11-14 18:13:16,8
1302,1302,677,765,527,119,119,119,119,119,119,119,0,15,0,12,12,0,0,0,2023-11-14 18:14:48,0
1295,1295,635,727,476,125,126,126,125,125,125,126,0,15,0,12,12,0,0,0,2023-11-14 18:15:16,0
1270,1270,794,883,640,123,123,123,119,119,119,119,5,17,2,12,12,1,0,0,2023-11-14 18:16:48,2
1267,1267,830,952,658,147,147,147,135,135,135,135,15,23,15,12,12,1,2,0,2023-11-14 18:17:16,24
1287,1287,749,880,540,169,169,169,160,160,160,160,11,27,13,12,12,1,2,0,2023-11-14 18:18:48,22
1296,1296,736,832,559,139,139,139,134,134,134,134,6,20,1,12,12,2,0,0,2023-11-14 18:19:16,0
1297,1297,692,762,570,100,100,100,92,92,92,92,10,9,2,12,12,2,0,0,2023-11-14 18:20:48,0
1296,1296,668,734,533,103,102,102,99,99,99,98,5,13,1,12,12,1,0,0,2023-11-14 18:21:16,0
1294,1294,679,760,529,112,112,112,104,104,104,104,10,16,13,12,12,0,0,2,2023-11-14 18:22:48,14
1295,1295,761,844,620,108,109,109,100,100,100,101,10,14,13,12,12,0,0,2,2023-11-14 18:23:16,14
1270,1270,559,621,455,85,85,85,81,81,81,81,5,9,1,12,12,1,0,0,2023-11-14 18:24:48,0
1269,1269,319,364,244,62,62,62,58,58,58,58,5,6,1,12,12,1,0,0,2023-11-14 18:25:16,0
1301,1301,77,72,30,25,25,25,17,17,17,17,10,3,2,12,12,0,2,0,2023-11-14 18:26:48,0
1295,1295,93,80,34,25,25,25,17,17,17,17,10,3,6,12,12,0,2,0,2023-11-14 18:27:16,8
1288,1288,92,62,34,12,12,12,12,12,12,12,0,0,4,12,12,0,0,0,2023-11-14 18:28:48,8
1295,1295,83,58,30,15,14,14,14,14,14,13,1,0,0,12,12,0,0,0,2023-11-14 18:29:16,0
1296,1296,141,367,34,259,258,258,62,62,62,61,246,49,60,12,12,40,5,4,2023-11-14 18:30:48,3
