request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,"CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1269,1269,649,721,537,92,92,92,92,92,92,92,0,9,0,12,12,0,0,0,2023-11-11 23:51:16,0
1295,1295,701,774,610,82,82,82,82,82,82,82,0,18,0,12,12,0,0,0,2023-11-11 23:53:16,0
1295,1295,742,850,632,117,117,117,101,101,101,101,20,17,4,12,12,0,4,0,2023-11-11 23:55:16,0
1286,1286,812,895,707,94,94,94,93,93,93,93,1,7,0,12,12,1,0,0,2023-11-11 23:57:16,0
1274,1274,606,676,515,80,81,80,81,81,81,80,0,5,0,12,12,0,0,0,2023-11-11 23:59:16,0
1297,1297,775,838,679,80,79,80,79,79,79,80,0,11,0,12,12,0,0,0,2023-11-12 00:01:16,0
1294,1294,828,900,741,79,80,79,80,80,80,79,0,9,0,12,12,0,0,0,2023-11-12 00:03:16,0
1289,1289,1154,1224,1049,88,87,88,87,87,87,88,0,9,0,12,12,0,0,0,2023-11-12 00:05:16,0
1271,1271,1009,1037,893,72,72,72,72,72,72,72,0,8,0,12,12,0,0,0,2023-11-12 00:07:16,0
1296,1296,1062,1126,967,79,79,79,79,79,79,79,0,8,0,12,12,0,0,0,2023-11-12 00:09:16,0
1296,1296,929,986,842,72,72,72,72,72,72,72,0,15,0,12,12,0,0,0,2023-11-12 00:11:16,0
1295,1295,692,756,596,80,81,80,80,80,80,79,1,6,0,12,12,1,0,0,2023-11-12 00:13:16,0
1296,1296,1013,1092,913,90,89,90,89,89,89,90,0,7,0,12,12,0,0,0,2023-11-12 00:15:16,0
1268,1268,727,792,648,73,73,73,71,71,71,71,2,6,0,12,12,2,0,0,2023-11-12 00:17:16,0
1296,1296,316,339,278,30,30,30,30,30,30,30,0,4,0,12,12,0,0,0,2023-11-12 00:19:16,0
1296,1296,24,16,3,6,7,6,7,7,7,6,0,0,0,12,12,0,0,0,2023-11-12 00:21:16,0
1293,1293,35,44,5,28,28,28,11,11,11,11,21,4,4,12,12,4,0,0,2023-11-12 00:23:16,1
1272,1272,96,419,5,329,329,328,70,70,70,70,323,65,80,12,12,51,12,2,2023-11-12 00:25:16,7
1296,1296,94,408,5,326,326,326,68,68,68,68,322,67,73,12,12,50,11,4,2023-11-12 00:27:16,0
1296,1296,880,952,790,84,83,84,77,77,77,78,8,8,2,12,12,1,0,0,2023-11-12 00:29:16,0
1295,1295,747,834,646,94,94,94,94,94,94,94,0,10,0,12,12,0,0,0,2023-11-12 00:31:16,0
1295,1295,854,919,775,72,72,72,72,72,72,72,0,7,0,12,12,0,0,0,2023-11-12 00:33:16,0
1263,1263,778,845,694,76,76,76,75,75,75,75,1,12,0,12,12,1,0,0,2023-11-12 00:35:16,0
1295,1295,742,817,645,86,86,86,86,86,86,86,0,17,0,12,12,0,0,0,2023-11-12 00:37:16,0
1295,1295,831,897,743,77,77,77,77,77,77,77,0,5,0,12,12,0,0,0,2023-11-12 00:39:16,0
1294,1294,722,781,628,76,76,76,76,76,76,76,0,7,0,12,12,0,0,0,2023-11-12 00:41:16,0
1266,1266,813,873,727,73,73,73,73,73,73,73,0,11,0,12,12,0,0,0,2023-11-12 00:43:16,0
1295,1295,34,13,3,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-12 00:45:16,0
1296,1296,24,10,6,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-12 00:47:16,0
1296,1296,64,227,4,179,180,179,37,37,37,36,178,35,42,12,12,27,6,2,2023-11-12 00:49:16,1
1295,1295,91,413,1,331,331,331,69,69,69,69,328,66,77,12,12,53,13,0,2023-11-12 00:51:16,0
1268,1268,371,571,287,209,208,209,69,69,69,70,174,44,41,12,12,26,5,4,2023-11-12 00:53:16,0
1292,1292,776,849,693,78,78,78,78,78,78,78,0,13,0,12,12,0,0,0,2023-11-12 00:55:16,0
1300,1300,892,967,806,80,81,80,81,81,81,80,0,8,0,12,12,0,0,0,2023-11-12 00:57:16,0
1295,1295,739,818,647,86,85,86,85,85,85,86,0,12,0,12,12,0,0,0,2023-11-12 00:59:16,0
1297,1297,832,897,739,79,79,79,79,79,79,79,0,8,0,12,12,0,0,0,2023-11-12 01:01:16,0
1268,1268,344,363,300,31,31,31,31,31,31,31,0,2,0,12,12,0,0,0,2023-11-12 01:03:16,0
1295,1295,12,5,1,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-12 01:05:16,0
1295,1295,22,59,3,43,44,43,12,12,12,11,40,8,9,12,12,6,2,0,2023-11-12 01:07:16,0
1292,1292,96,417,3,330,329,330,69,69,69,70,325,65,80,12,12,51,12,2,2023-11-12 01:09:16,0
1276,1276,124,424,36,314,314,314,66,66,66,66,310,62,70,12,12,49,9,4,2023-11-12 01:11:16,0
1295,1295,847,925,751,87,87,87,86,86,86,86,1,16,0,12,12,1,0,0,2023-11-12 01:13:16,0
1291,1291,885,935,799,68,68,68,68,68,68,68,0,10,0,12,12,0,0,0,2023-11-12 01:15:16,0
1295,1295,999,1077,908,85,85,85,84,84,84,84,1,17,0,12,12,1,0,0,2023-11-12 01:17:16,0
1295,1295,845,917,755,81,81,81,81,81,81,81,0,7,0,12,12,0,0,0,2023-11-12 01:19:16,0
1273,1273,23,15,7,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-12 01:21:16,0
1295,1295,16,8,5,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 01:23:16,0
1294,1294,63,276,1,220,221,220,47,47,47,46,217,44,51,12,12,37,5,2,2023-11-12 01:25:16,2
1295,1295,92,419,4,335,335,335,70,70,70,70,331,66,76,12,12,50,16,0,2023-11-12 01:27:16,0
1271,1271,546,718,458,178,177,178,76,76,76,77,127,32,32,12,12,19,2,4,2023-11-12 01:29:16,0
1296,1296,870,946,778,84,84,84,84,84,84,84,0,9,0,12,12,0,0,0,2023-11-12 01:31:16,0
1295,1295,775,836,673,81,81,81,81,81,81,81,0,9,0,12,12,0,0,0,2023-11-12 01:33:16,0
1289,1289,522,556,468,44,44,44,44,44,44,44,0,5,0,12,12,0,0,0,2023-11-12 01:35:16,0
1295,1295,12,7,3,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-12 01:37:16,0
1275,1275,12,10,0,5,5,5,5,5,5,5,0,1,0,12,12,0,0,0,2023-11-12 01:39:16,0
1296,1296,83,376,2,298,299,298,63,63,63,62,295,59,72,12,12,48,9,2,2023-11-12 01:41:16,0
1296,1296,95,412,4,329,329,329,68,68,68,68,326,66,75,12,12,50,13,3,2023-11-12 01:43:16,0
1295,1295,718,827,634,118,117,118,74,74,74,75,54,16,12,12,12,8,1,1,2023-11-12 01:45:16,0
1295,1295,922,980,851,65,65,65,64,64,64,64,1,10,0,12,12,1,0,0,2023-11-12 01:47:16,0
1264,1264,565,606,502,52,52,52,52,52,52,52,0,15,0,12,12,0,0,0,2023-11-12 01:49:16,0
1293,1293,18,14,2,8,8,8,4,4,4,4,5,2,1,12,12,1,0,0,2023-11-12 01:51:16,0
1299,1299,11,5,1,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-12 01:53:16,0
1296,1296,78,346,2,273,274,273,58,58,58,57,270,54,66,12,12,44,8,2,2023-11-12 01:55:16,0
1296,1296,88,411,5,328,328,328,68,68,68,68,324,66,74,12,12,50,14,1,2023-11-12 01:57:16,0
1266,1266,696,829,612,142,141,142,73,73,73,74,86,31,20,12,12,12,2,3,2023-11-12 01:59:16,0
1297,1297,900,968,820,74,74,74,74,74,74,74,0,9,0,12,12,0,0,0,2023-11-12 02:01:16,0
1295,1295,172,188,148,26,26,26,14,14,14,14,15,3,3,12,12,0,3,0,2023-11-12 02:03:16,0
1294,1294,12,5,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 02:05:16,0
1265,1265,38,149,0,117,118,117,25,25,25,24,116,23,30,12,12,18,3,2,2023-11-12 02:07:16,1
1294,1294,86,402,4,323,323,323,65,65,65,65,322,65,74,12,12,53,12,0,2023-11-12 02:09:16,1
1297,1297,287,535,206,258,257,258,64,64,64,65,242,49,56,12,12,35,8,5,2023-11-12 02:11:16,1
1296,1296,1083,1151,1003,74,74,74,74,74,74,74,0,15,0,12,12,0,0,0,2023-11-12 02:13:16,0
1258,1258,638,681,588,46,46,46,46,46,46,46,0,9,0,12,12,0,0,0,2023-11-12 02:15:16,0
1294,1294,8,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 02:17:16,0
1296,1296,11,11,3,6,6,6,2,2,2,2,5,1,1,12,12,0,1,0,2023-11-12 02:19:16,0
1292,1292,79,349,1,278,278,278,58,58,58,58,275,55,67,12,12,46,7,2,2023-11-12 02:21:16,0
1307,1307,90,407,3,325,326,325,68,68,68,67,322,65,75,12,12,49,14,1,2023-11-12 02:23:16,0
1272,1272,656,787,575,137,136,137,74,74,74,75,78,23,17,12,12,11,2,3,2023-11-12 02:25:16,0
1296,1296,914,996,824,86,86,86,85,85,85,85,1,16,0,12,12,1,0,0,2023-11-12 02:27:16,0
1287,1287,216,222,197,13,13,13,12,12,12,12,1,5,0,12,12,1,0,0,2023-11-12 02:29:16,0
1295,1295,12,11,3,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-12 02:31:16,0
1303,1303,37,122,0,96,97,96,20,20,20,19,96,19,25,12,12,15,2,2,2023-11-12 02:33:16,0
1269,1269,85,399,5,318,318,318,65,65,65,65,316,64,74,12,12,51,13,0,2023-11-12 02:35:16,0
1295,1295,315,590,234,279,279,279,69,69,69,69,263,54,60,12,12,40,8,4,2023-11-12 02:37:16,0
1296,1296,955,1030,865,83,82,83,82,82,82,83,0,6,0,12,12,0,0,0,2023-11-12 02:39:16,0
1291,1291,235,254,206,24,24,24,24,24,24,24,0,5,0,12,12,0,0,0,2023-11-12 02:41:16,0
1295,1295,12,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 02:43:16,0
1271,1271,18,57,2,43,44,43,11,11,11,10,41,8,9,12,12,6,2,0,2023-11-12 02:45:16,0
1289,1289,90,408,2,323,323,323,67,67,67,67,320,65,79,12,12,51,12,2,2023-11-12 02:47:16,0
1295,1295,98,400,8,318,317,318,66,66,66,67,314,62,71,12,12,49,9,4,2023-11-12 02:49:16,1
1301,1301,1045,1115,961,77,77,77,77,77,77,77,0,13,0,12,12,0,0,0,2023-11-12 02:51:16,0
1271,1271,140,148,122,13,13,13,13,13,13,13,0,4,0,12,12,0,0,0,2023-11-12 02:53:16,0
1295,1295,15,8,4,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-12 02:55:16,0
1296,1296,33,136,0,107,108,107,22,22,22,21,107,22,27,12,12,18,2,2,2023-11-12 02:57:16,1
1295,1295,91,396,1,319,319,319,65,65,65,65,318,64,75,12,12,50,13,0,2023-11-12 02:59:16,1
1276,1276,269,526,186,267,266,267,66,66,66,67,250,52,57,12,12,38,8,4,2023-11-12 03:01:16,1
1294,1294,806,853,739,57,57,57,57,57,57,57,0,6,0,12,12,0,0,0,2023-11-12 03:03:16,0
1294,1294,12,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 03:05:16,0
1296,1296,28,17,6,5,5,5,5,5,5,5,0,1,0,12,12,0,0,0,2023-11-12 03:07:16,0
1296,1296,54,250,0,201,202,201,42,42,42,41,200,40,47,12,12,33,5,2,2023-11-12 03:09:16,1
1263,1263,81,392,1,317,317,317,63,63,63,63,317,63,74,12,12,49,14,0,2023-11-12 03:11:16,0
1296,1296,583,766,508,190,189,190,62,62,62,63,159,36,38,12,12,25,4,4,2023-11-12 03:13:16,1
1296,1296,625,667,577,45,45,45,45,45,45,45,0,4,0,12,12,0,0,0,2023-11-12 03:15:16,0
1295,1295,12,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 03:17:16,0
1262,1262,11,7,2,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-12 03:19:16,0
1298,1298,79,368,1,293,294,293,61,61,61,60,291,59,71,12,12,47,9,2,2023-11-12 03:21:16,0
1291,1291,84,411,1,332,332,332,68,68,68,68,330,66,76,12,12,50,13,3,2023-11-12 03:23:16,0
1299,1299,741,850,667,113,112,113,69,69,69,70,54,16,12,12,12,9,1,1,2023-11-12 03:25:16,0
1296,1296,288,305,258,24,24,24,23,23,23,23,1,2,0,12,12,1,0,0,2023-11-12 03:27:16,0
1269,1269,11,5,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 03:29:16,0
1294,1294,22,72,0,56,57,56,13,13,13,12,55,12,14,12,12,9,2,0,2023-11-12 03:31:16,1
1295,1295,86,407,1,326,326,326,66,66,66,66,325,65,79,12,12,51,12,2,2023-11-12 03:33:16,0
1294,1294,169,467,87,305,304,305,68,68,68,69,295,60,66,12,12,46,9,4,2023-11-12 03:35:16,0
1294,1294,793,839,731,54,54,54,54,54,54,54,0,11,0,12,12,0,0,0,2023-11-12 03:37:16,0
1270,1270,10,5,1,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-12 03:39:16,0
1296,1296,7,3,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 03:41:16,0
1295,1295,69,304,2,241,242,241,50,50,50,49,240,48,59,12,12,41,5,2,2023-11-12 03:43:16,0
1294,1294,80,403,1,326,326,326,66,66,66,66,325,65,75,12,12,49,16,0,2023-11-12 03:45:16,0
1272,1272,521,674,445,157,157,157,69,69,69,69,110,33,25,12,12,16,2,4,2023-11-12 03:47:16,0
1296,1296,324,355,282,37,36,37,36,36,36,37,0,2,0,12,12,0,0,0,2023-11-12 03:49:16,0
1296,1296,9,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 03:51:16,0
1294,1294,10,22,1,16,17,16,5,5,5,4,15,3,3,12,12,3,0,0,2023-11-12 03:53:16,0
1286,1286,89,411,1,330,329,330,65,65,65,66,330,66,81,12,12,52,12,2,2023-11-12 03:55:16,0
1261,1261,77,393,0,320,321,320,65,65,65,64,319,64,71,12,12,49,11,4,2023-11-12 03:57:16,0
1307,1307,651,710,580,69,68,69,60,60,60,61,11,11,4,12,12,2,0,0,2023-11-12 03:59:16,0
1296,1296,10,7,2,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-12 04:01:16,0
1295,1295,5,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 04:03:16,0
1267,1267,60,277,1,221,222,221,45,45,45,44,221,44,54,12,12,37,5,2,2023-11-12 04:05:16,0
1296,1296,78,395,1,321,321,321,65,65,65,65,320,65,72,12,12,49,16,0,2023-11-12 04:07:16,0
1296,1296,687,852,604,175,174,175,67,67,67,68,134,36,33,12,12,20,2,4,2023-11-12 04:09:16,0
1296,1296,19,15,11,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-12 04:11:16,0
1296,1296,6,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 04:13:16,0
1266,1266,50,194,3,152,153,152,32,32,32,31,151,30,37,12,12,24,4,2,2023-11-12 04:15:16,0
1295,1295,83,404,0,327,327,327,66,66,66,66,326,65,76,12,12,52,13,0,2023-11-12 04:17:16,1
1296,1296,399,616,323,223,222,223,64,64,64,65,198,42,46,12,12,30,6,4,2023-11-12 04:19:16,0
1286,1286,315,333,287,23,23,23,23,23,23,23,0,2,0,12,12,0,0,0,2023-11-12 04:21:16,0
1282,1282,6,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 04:23:16,0
1295,1295,23,81,4,60,61,60,13,13,13,12,60,12,15,12,12,10,2,0,2023-11-12 04:25:16,1
1295,1295,83,405,0,326,326,326,65,65,65,65,326,65,79,12,12,51,12,2,2023-11-12 04:27:16,0
1295,1295,247,536,165,298,297,298,66,66,66,67,289,60,65,12,12,45,9,4,2023-11-12 04:29:16,0
1297,1297,387,410,354,28,28,28,28,28,28,28,0,1,0,12,12,0,0,0,2023-11-12 04:31:16,0
1267,1267,8,4,2,1,1,1,1,1,1,1,0,1,0,12,12,0,0,0,2023-11-12 04:33:16,0
1294,1294,9,30,0,23,24,23,6,6,6,5,22,5,4,12,12,4,1,0,2023-11-12 04:35:16,0
1295,1295,86,408,2,326,326,326,65,65,65,65,326,65,80,12,12,51,12,2,2023-11-12 04:37:16,0
1295,1295,130,450,43,330,329,330,68,68,68,69,327,65,75,12,12,51,10,4,2023-11-12 04:39:16,0
1297,1297,454,487,411,38,38,38,38,38,38,38,0,8,0,12,12,0,0,0,2023-11-12 04:41:16,0
1271,1271,5,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 04:43:16,0
1297,1297,5,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 04:45:16,0
1295,1295,82,386,1,309,310,309,63,63,63,62,308,62,74,12,12,50,10,2,2023-11-12 04:47:16,0
1295,1295,81,398,0,323,323,323,65,65,65,65,323,64,75,12,12,49,12,3,2023-11-12 04:49:16,1
1261,1261,588,667,524,89,88,89,53,53,53,54,44,15,10,12,12,7,1,1,2023-11-12 04:51:16,0
1306,1306,11,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 04:53:16,0
1292,1292,7,5,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 04:55:16,0
1303,1303,56,263,2,210,211,210,43,43,43,42,210,42,50,12,12,35,5,2,2023-11-12 04:57:16,1
1294,1294,85,411,3,331,331,331,67,67,67,67,330,66,76,12,12,50,16,0,2023-11-12 04:59:16,0
1267,1267,490,665,402,183,182,183,74,74,74,75,135,34,33,12,12,21,2,4,2023-11-12 05:01:16,0
1295,1295,8,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 05:03:16,0
1295,1295,5,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 05:05:16,0
1295,1295,47,219,1,175,176,175,36,36,36,35,175,35,42,12,12,28,5,2,2023-11-12 05:07:16,0
1273,1273,80,396,0,321,321,321,64,64,64,64,321,65,75,12,12,52,13,0,2023-11-12 05:09:16,1
1297,1297,422,626,344,210,209,210,66,66,66,67,179,39,42,12,12,26,5,4,2023-11-12 05:11:16,0
1291,1291,65,62,56,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-12 05:13:16,0
1295,1295,4,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 05:15:16,0
1296,1296,42,194,0,155,156,155,32,32,32,31,155,31,38,12,12,24,5,2,2023-11-12 05:17:16,0
1262,1262,85,401,3,322,321,322,65,65,65,66,320,65,75,12,12,52,12,0,2023-11-12 05:19:16,0
1302,1302,346,570,264,230,230,230,70,70,70,70,200,47,46,12,12,30,6,4,2023-11-12 05:21:16,1
1293,1293,153,160,132,14,14,14,14,14,14,14,0,1,0,12,12,0,0,0,2023-11-12 05:23:16,0
1296,1296,9,3,3,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 05:25:16,0
1272,1272,33,130,1,101,101,101,21,21,21,21,100,20,26,12,12,16,2,2,2023-11-12 05:27:16,0
1295,1295,83,399,2,321,321,321,65,65,65,65,320,64,75,12,12,51,13,0,2023-11-12 05:29:16,1
1300,1300,284,549,204,271,271,271,67,67,67,67,255,56,58,12,12,39,8,4,2023-11-12 05:31:16,0
1291,1291,190,193,167,13,13,13,13,13,13,13,0,1,0,12,12,0,0,0,2023-11-12 05:33:16,0
1296,1296,7,2,2,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 05:35:16,0
1269,1269,26,96,0,76,77,76,16,16,16,15,76,16,18,12,12,12,2,2,2023-11-12 05:37:16,1
1296,1296,84,398,1,319,319,319,64,64,64,64,319,63,78,12,12,50,13,0,2023-11-12 05:39:16,0
1288,1288,147,435,63,295,294,295,70,70,70,71,280,58,63,12,12,44,8,4,2023-11-12 05:41:16,0
1296,1296,342,364,310,27,27,27,27,27,27,27,0,5,0,12,12,0,0,0,2023-11-12 05:43:16,0
1281,1281,7,4,2,1,1,1,1,1,1,1,0,1,0,12,12,0,0,0,2023-11-12 05:45:16,0
1295,1295,16,53,1,41,42,41,9,9,9,8,41,8,9,12,12,6,2,0,2023-11-12 05:47:16,0
1296,1296,89,400,1,320,320,320,64,64,64,64,320,64,79,12,12,51,11,2,2023-11-12 05:49:16,1
1294,1294,135,444,50,319,318,319,67,67,67,68,314,63,71,12,12,49,10,4,2023-11-12 05:51:16,1
1296,1296,377,412,332,40,40,40,40,40,40,40,0,1,0,12,12,0,0,0,2023-11-12 05:53:16,0
1255,1255,6,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 05:55:16,0
1294,1294,8,8,1,4,5,4,3,3,3,2,2,2,0,12,12,1,0,0,2023-11-12 05:57:16,0
1300,1300,88,408,1,325,325,325,66,66,66,66,324,64,80,12,12,52,10,2,2023-11-12 05:59:16,1
1302,1302,79,400,1,326,326,326,65,65,65,65,326,65,73,12,12,49,12,4,2023-11-12 06:01:16,0
1257,1257,441,501,387,66,65,66,47,47,47,48,23,10,6,12,12,4,1,0,2023-11-12 06:03:16,0
1306,1306,4,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 06:05:16,0
1293,1293,8,5,3,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 06:07:16,0
1295,1295,74,333,2,263,264,263,55,55,55,54,261,53,64,12,12,44,7,2,2023-11-12 06:09:16,0
1297,1297,81,401,1,325,325,325,65,65,65,65,325,64,75,12,12,49,14,1,2023-11-12 06:11:16,0
1269,1269,551,678,474,137,136,137,65,65,65,66,89,20,20,12,12,13,2,3,2023-11-12 06:13:16,0
1287,1287,5,4,0,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-12 06:15:16,0
1303,1303,10,7,5,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 06:17:16,0
1296,1296,48,215,0,171,172,171,36,36,36,35,170,34,41,12,12,27,5,2,2023-11-12 06:19:16,1
1266,1266,85,403,3,323,323,323,66,66,66,66,320,66,74,12,12,53,12,0,2023-11-12 06:21:16,0
1295,1295,301,510,223,215,214,215,66,66,66,67,186,40,44,12,12,27,6,4,2023-11-12 06:23:16,0
1284,1284,241,259,211,24,24,24,24,24,24,24,0,5,0,12,12,0,0,0,2023-11-12 06:25:16,0
1307,1307,6,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 06:27:16,0
1264,1264,24,72,2,55,56,55,12,12,12,11,54,11,12,12,12,9,2,0,2023-11-12 06:29:16,0
1296,1296,89,410,3,326,326,326,66,66,66,66,326,65,81,12,12,51,12,2,2023-11-12 06:31:16,0
1296,1296,146,442,64,304,303,304,67,67,67,68,295,61,66,12,12,46,9,4,2023-11-12 06:33:16,0
1294,1294,488,530,430,50,50,50,50,50,50,50,0,7,0,12,12,0,0,0,2023-11-12 06:35:16,0
1270,1270,12,5,3,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 06:37:16,0
1294,1294,25,11,3,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-12 06:39:16,0
1296,1296,77,344,2,273,274,273,56,56,56,55,272,54,66,12,12,45,7,2,2023-11-12 06:41:16,0
1295,1295,85,405,3,325,325,325,66,66,66,66,324,65,76,12,12,50,14,1,2023-11-12 06:43:16,1
1295,1295,507,625,436,126,125,126,62,62,62,63,79,21,17,12,12,11,2,3,2023-11-12 06:45:16,0
1295,1295,83,101,63,23,23,23,15,15,15,15,10,3,2,12,12,0,2,0,2023-11-12 06:47:16,0
1265,1265,5,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 06:49:16,0
1297,1297,40,148,0,116,117,116,24,24,24,23,116,23,30,12,12,18,3,2,2023-11-12 06:51:16,0
1296,1296,81,397,1,321,321,321,65,65,65,65,320,64,74,12,12,52,12,0,2023-11-12 06:53:16,0
1295,1295,264,525,178,266,265,266,74,74,74,75,239,48,55,12,12,36,8,4,2023-11-12 06:55:16,0
1295,1295,377,411,335,38,38,38,38,38,38,38,0,2,0,12,12,0,0,0,2023-11-12 06:57:16,0
1264,1264,9,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 06:59:16,0
1304,1304,10,4,3,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-12 07:01:16,0
1294,1294,87,388,4,307,308,307,64,64,64,63,304,61,73,12,12,50,9,2,2023-11-12 07:03:16,0
1293,1293,92,412,2,330,330,330,70,70,70,70,326,66,76,12,12,49,13,3,2023-11-12 07:05:16,0
1296,1296,680,796,586,123,122,123,86,86,86,87,45,18,10,12,12,7,1,1,2023-11-12 07:07:16,0
1271,1271,47,44,34,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-12 07:09:16,0
1290,1290,19,19,6,6,6,6,6,6,6,6,0,1,0,12,12,0,0,0,2023-11-12 07:11:16,0
1301,1301,43,166,4,127,128,127,28,28,28,27,125,25,32,12,12,20,3,2,2023-11-12 07:13:16,0
1295,1295,81,395,3,317,317,316,65,65,65,65,314,63,73,12,12,51,12,0,2023-11-12 07:15:16,6
1272,1272,224,475,143,257,256,257,68,68,68,69,235,49,54,12,12,35,8,4,2023-11-12 07:17:16,0
1293,1293,573,616,518,49,49,49,49,49,49,49,0,7,0,12,12,0,0,0,2023-11-12 07:19:16,0
1297,1297,17,14,7,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-12 07:21:16,0
1296,1296,7,4,0,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-12 07:23:16,0
1295,1295,67,304,2,241,242,241,50,50,50,49,240,48,59,12,12,41,5,2,2023-11-12 07:25:16,0
1260,1260,89,401,4,323,322,323,65,65,65,66,321,65,73,12,12,49,16,0,2023-11-12 07:27:16,0
1303,1303,436,603,345,173,173,173,81,81,81,81,115,30,27,12,12,17,2,4,2023-11-12 07:29:16,0
1296,1296,659,733,574,79,79,79,79,79,79,79,0,15,0,12,12,0,0,0,2023-11-12 07:31:16,0
1294,1294,11,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-12 07:33:16,0
1268,1268,11,11,5,3,3,3,3,3,3,3,0,2,0,12,12,0,0,0,2023-11-12 07:35:16,0
1296,1296,51,217,4,170,171,170,36,36,36,35,168,35,40,12,12,27,5,2,2023-11-12 07:37:16,1
